Name	Type	Category	Base Power	Accuracy	Priority	Description	Max PP	Makes Contact?	Level	Range	Natural Users	Flavor Text	Porting Status	Meta
Quash	Dark	Status			0	Quash reduces the priority of all of the target's Moves during their next turn. Moves with a priority above 0 go down to 0 and cannot be used proactively. Moves with priority 0 go down to -1. They can be initiated during the target's turn, but their effect does not happen until the beginning of their next turn. Moves in this category which already have an effect "at the beginning of the user's next turn" will get that effect immediately. Moves with a priority already below 0 are unaffected.	15	No	30	Single adjacent Pokémon	3	The user suppresses the target and makes its move go last.	OK?	This one can have a lot of edge cases...
Quick Attack	Normal	Agility	40	20	1	Quick Attack deals damage and has a priority of +1. Moves with a higher priority always go first, regardless of a Pokémon's speed. If two moves with the same priority are used, the faster Pokémon goes first as usual.	30	Yes	1	Single adjacent Pokémon	74	The user lunges at the target at a speed that makes it almost invisible. This move always goes first.	OK	
Quick Guard	Fighting	Status			3	Quick Guard protects nearby allies from all increased priority moves, until the beginning of the user's next turn. It has priority +3 so will activate before most other moves. The accuracy of Quick Guard does not decrease if used consecutively after itself or Wide Guard. However, it does decrease the accuracy of Protect, Detect, Endure, Spiky Shield, King's Shield and Baneful Bunker by one stage each time it or Wide Guard is used.	15	No	15	Self and all ally Pokémon within 5m	29	The user protects itself and its allies from priority moves.	OK	
Quiver Dance	Bug	Status			0	Quiver Dance raises the user's Special Attack, Special Defense and Speed by one stage each.	20	No	44	Self	8	The user lightly performs a beautiful, mystic dance. This boosts the user’s Sp. Atk, Sp. Def, and Speed stats.	OK	
Rage	Normal	Physical	20	20	0	Rage deals damage, and every time the user is hit by a direct attack until they use a Move other than Rage, the user's Attack is raised by one stage (to the usual limit of +6). The Attack increases will continue as long as Rage is the last Move used, even if it misses, the user is incapacitated (paralyzed, sleeping, etc) or uses an item. The Attack increase activates for every blow of multi-hit moves such as Double Slap or Fury Swipes.	20	Yes	5	Single adjacent Pokémon	34	As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle.	OK	
Rage Powder	Bug	Status			2	All enemies of the user are unable to target a Pokémon other than the user until the beginning of the user's next turn. They are not compelled to attack the user, but they cannot choose an alternative target either. Moves which target terrain, have an area of effect, or which already decided their target before Rage Powder was used are unaffected. This Move has higher priority than most other Moves.	20	No	78	Self	4	The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.	OK?	copied from Follow Me. See also Spotlight
Rain Dance	Water	Status			0	Rain Dance causes a rain shower that lasts for 5 turns, and induces these additional effects: The power of Water-type moves increases by 50%. The power of Fire-type moves, Solar Beam and Solar Blade decreases by 50%. The moves Thunder and Hurricane ignore accuracy. The moves Synthesis, Morning Sun and Moonlight recover half of their regular amount. Pokémon with the ability Dry Skin and Rain Dish recover HP each turn. Pokémon with the ability Hydration will be cured of major status conditions. Pokémon with the ability Swift Swim double their speed.	5	No	42	Weather in 50m radius	53	The user summons a heavy rain that falls for five turns, powering up Water-type moves. It lowers the power of Fire-type moves.	OK	
Rapid Spin	Normal	Agility	50	20	0	Rapid Spin deals damage, raises the user's Speed by one stage, and removes the effects of moves which entrap the character. It fails if the move misses or the target is immune. The effects from the following Moves are removed: Bind, Clamp, Fire Spin, Infestation, Leech Seed, Magma Storm, Sand Tomb, Snap Trap, Sticky Web, Thunder Cage, Whirlpool, Wrap	40	Yes	1	Single adjacent Pokémon	31	A spin attack that can also eliminate such moves as Bind, Wrap, and Leech Seed. This also raises the user’s Speed stat.	OK	
Razor Leaf	Grass	Physical	55	19	0	Razor Leaf deals damage and uses critical dice	25	No	12	Single Pokémon within 10m	26	Sharp-edged leaves are launched to slash at opposing Pokémon. Critical hits land more easily.	OK	
Razor Shell	Water	Physical	75	19	0	Razor Shell deals damage and has a 50% chance (a d20 rolls 11 or higher) of lowering the target's Defense by one stage.	10	Yes	32	Single adjacent Pokémon	10	The user cuts its target with sharp shells. This may also lower the target’s Defense stat.	OK	
Razor Wind	Normal	Special	80	20	0	The user of Razor Wind will whip up a whirlwind on the first turn. On the second turn, Razor Wind deals damage and uses critical dice. If the user is holding a Power Herb, Razor Wind executes in one turn. The target is fixed on the first turn.	10	No	32	5m diameter circle within 10m	19	In this two-turn attack, blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.	OK	easily dodged?
Recover	Normal	Status			0	Recover restores up to 50% of the user's maximum HP.	10	No	30	Self	38	Restoring its own cells, the user restores its own HP by half of its max HP.	OK	
Recycle	Normal	Status			0	This Move restores the last consumable item held by the user which has since been used or destroyed. This Move only works if the user is not already holding a different item.	10	No	1	Self	14	The user recycles a held item that has been used in battle so it can be used again.	OK	
Reflect	Psychic	Status			0	Reflect creates a static spherical barrier around the user which reduces incoming damage from Physical attacks by 50%, for 5 turns. If the user is holding Light Clay when Reflect is used, its effects last for 8 turns. Attacks originating from within the bubble are unaffected. Pokémon can freely move in and out of the bubble. The move Brick Break, when used against a Pokémon behind the Reflect's effect, will remove the screen before dealing damage. The ability Infiltrator bypasses the effects of Reflect. Reflect is the Physical counterpart to Light Screen.	20	No	12	5m radius sphere around the user	24	A wondrous wall of light is put up to reduce damage from physical attacks for five turns.	OK	
Reflect Type	Normal	Status			0	Reflect Type changes the user's type to match the type(s) of the target.	15	No	55	Single Pokémon within view	4	The user reflects the target’s type, making the user the same type as the target.	OK	
Refresh	Normal	Status			0	Cures paralysis, poison, and burns on the user or an adjacent ally.	20	No	13	Self or single adjacent ally Pokémon	17	The user rests to cure itself of poisoning, a burn, or paralysis.	OK	changed to be usable on allies
Relic Song	Normal	Special	75	20	0	10% chance (a d20 rolls 19 or higher) of putting the target to sleep. Targets with the Soundproof ability are unaffected.	10	No	35	All enemy Pokémon within 10m.	0	The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.	OK	
Rest	Psychic	Status			0	The user restores their HP to maximum, then falls asleep for the next 2 turns (waking up at the end of the 2nd turn). This rest cannot be interrupted by normal means.	10	No	23	Self	34	The user goes to sleep for two turns. This fully restores the user’s HP and heals any status conditions.	OK	I think this is how the move works
Retaliate	Normal	Physical	70	20	0	If an ally fainted since the user's last turn, this attack's power is 150.	5	Yes	16	Single adjacent Pokémon	17	The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move’s power is increased.	OK	
Return	Normal	Physical	-	20	0	The power of Return is higher when the user likes its trainer more. The base power varies between 1 (minimum Friendship) and 102 (maximum Friendship). The exact formula is: Power = Friendship ÷ 2.5 Pokémon Friendship (aka Happiness) is a value between 0 and 255 (more details). Return is the counterpart move to Frustration.	20	Yes	1	Single adjacent Pokémon	1	This full-power attack grows more powerful the more the user likes its Trainer.	Broken	Friendship is illegal
Revelation Dance	Normal	Special	90	20	0	Revelation Dance's Type depends on the style of Oricorio: Baile Style = Fire, Pom-Pom Style = Electric, Pa'u Style = Psychic, Sensu Style = Ghost	15	No	40	Single adjacent Pokémon	1	The user attacks the target by dancing very hard. The user’s type determines the type of this move.	OK	
Revenge	Fighting	Physical	60	20	-4	This attack does not land until the beginning of the user's next turn. If the Move's target does damage to the user during that time, the Move's power is doubled.	10	Yes	15	Single adjacent Pokémon	15	This attack move’s power is doubled if the user has been hurt by the opponent in the same turn.	OK	
Reversal	Fighting	Physical	-	20	0	Reversal's base power is equal to 130 minus the user's current HP. In other words, the lower the user's HP, the higher the power.	15	Yes	38	Single adjacent Pokémon	30	An all-out attack that becomes more powerful the less HP the user has.	OK	
Rising Voltage	Electric	Special	70	20	0	The user attacks with electric voltage rising from the ground. This move’s power doubles when the target is on Electric Terrain.	20	No	35	Single Pokémon within 10m	0		OK	
Roar	Normal	Status			0	Roar forces affected Pokémon to run away from the user, to their maximum move distance. Pokémon with the abilities Soundproof or Suction Cups or those rooted by Ingrain are not affected by Roar.	20	No	24	All enemy Pokémon within 10m	36	The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.	OK	
Roar of Time	Dragon	Special	150	18	0	User must recharge next turn, losing their action and movement	5	No	88	All Pokémon within 10m	1	The user blasts the target with power that distorts even time. The user can’t move on the next turn.	OK	
